Order Date,Row ID,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount, Profit ,,,,,,
29-Dec-17,7634,US-2017-158526,01-Jan-18,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch, $12.53 ,1,0%, $5.89 ,,,,,,
29-Dec-17,7635,US-2017-158526,01-Jan-18,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,40214,South,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop, $34.58 ,1,0%, $10.03 ,,,,,,
29-Dec-17,7636,US-2017-158526,01-Jan-18,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black", $300.98 ,1,0%, $87.28 ,,,,,,
29-Dec-17,7637,US-2017-158526,01-Jan-18,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair, $258.75 ,3,0%, $77.63 ,,,,,,
28-Dec-17,271,CA-2017-163979,02-Jan-18,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart, $725.84 ,4,0%, $210.49 ,,,,,,
28-Dec-17,571,CA-2017-164826,04-Jan-18,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473, $72.45 ,7,0%, $34.78 ,,,,,,
28-Dec-17,572,CA-2017-164826,04-Jan-18,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips, $13.96 ,4,0%, $6.42 ,,,,,,
28-Dec-17,573,CA-2017-164826,04-Jan-18,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders, $33.26 ,7,20%, $11.23 ,,,,,,
28-Dec-17,574,CA-2017-164826,04-Jan-18,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple, $14.85 ,3,0%, $4.01 ,,,,,,
28-Dec-17,954,CA-2017-136539,01-Jan-18,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners, $27.17 ,2,20%, $2.72 ,,,,,,
28-Dec-17,955,CA-2017-136539,01-Jan-18,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish", $78.85 ,2,32%, $(11.60),,,,,,
28-Dec-17,2432,CA-2017-129805,02-Jan-18,Standard Class,HM-14860,Harry Marie,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive, $7.40 ,2,0%, $3.03 ,,,,,,
28-Dec-17,4288,CA-2017-127516,03-Jan-18,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Nashville,Tennessee,37211,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black, $64.78 ,1,20%, $(12.96),,,,,,
28-Dec-17,6090,US-2017-162068,31-Dec-17,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Loveland,Colorado,80538,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages, $1.19 ,2,70%, $(0.99),,,,,,
28-Dec-17,6150,CA-2017-101322,31-Dec-17,First Class,JG-15310,Jason Gross,Corporate,United States,Long Beach,California,90805,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair, $340.70 ,6,20%, $(34.07),,,,,,
28-Dec-17,6819,CA-2017-163860,01-Jan-18,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs, $1.68 ,5,80%, $(2.69),,,,,,
28-Dec-17,6820,CA-2017-163860,01-Jan-18,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs, $7.97 ,3,60%, $(2.39),,,,,,
28-Dec-17,6821,CA-2017-163860,01-Jan-18,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton", $113.37 ,2,30%, $(3.24),,,,,,
28-Dec-17,6822,CA-2017-163860,01-Jan-18,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive, $2.96 ,2,60%, $(1.41),,,,,,
28-Dec-17,7485,CA-2017-135111,02-Jan-18,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Fargo,North Dakota,58103,Central,OFF-AR-10004707,Office Supplies,Art,Staples in misc. colors, $2.48 ,1,0%, $0.87 ,,,,,,
28-Dec-17,7486,CA-2017-135111,02-Jan-18,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Fargo,North Dakota,58103,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders, $25.90 ,5,0%, $12.69 ,,,,,,
28-Dec-17,8098,CA-2017-122798,01-Jan-18,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays, $118.25 ,5,0%, $34.29 ,,,,,,
28-Dec-17,8099,CA-2017-122798,01-Jan-18,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953, $4.28 ,1,0%, $1.93 ,,,,,,
27-Dec-17,2570,CA-2017-134404,27-Dec-17,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone, $164.39 ,2,40%, $(35.62),,,,,,
27-Dec-17,2571,CA-2017-134404,27-Dec-17,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters, $13.25 ,4,20%, $3.64 ,,,,,,
26-Dec-17,1009,US-2017-106705,01-Jan-18,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Burlington,Iowa,52601,Central,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""", $44.75 ,5,0%, $20.59 ,,,,,,
26-Dec-17,3786,CA-2017-112487,30-Dec-17,Standard Class,TC-21535,Tracy Collins,Home Office,United States,Columbus,Ohio,43229,East,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder, $3.13 ,2,70%, $(2.61),,,,,,
26-Dec-17,5475,CA-2017-121741,26-Dec-17,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers, $750.68 ,2,0%, $37.53 ,,,,,,
26-Dec-17,8159,CA-2017-136238,01-Jan-18,Standard Class,KB-16240,Karen Bern,Corporate,United States,Odessa,Texas,79762,Central,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959, $16.03 ,3,20%, $5.61 ,,,,,,
25-Dec-17,111,CA-2017-146780,30-Dec-17,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp, $41.96 ,2,0%, $10.91 ,,,,,,
25-Dec-17,689,CA-2017-161480,29-Dec-17,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish", $191.98 ,2,20%, $4.80 ,,,,,,
25-Dec-17,2003,CA-2017-163510,28-Dec-17,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus, $95.94 ,3,0%, $9.59 ,,,,,,
25-Dec-17,2004,CA-2017-163510,28-Dec-17,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray", $304.45 ,5,0%, $76.11 ,,,,,,
25-Dec-17,2424,US-2017-147669,30-Dec-17,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R, $158.93 ,7,20%, $41.72 ,,,,,,
25-Dec-17,2425,US-2017-147669,30-Dec-17,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders, $13.02 ,1,70%, $(10.42),,,,,,
25-Dec-17,2426,US-2017-147669,30-Dec-17,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables, $273.06 ,2,40%, $(104.67),,,,,,
25-Dec-17,2427,US-2017-147669,30-Dec-17,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,OFF-FA-10002975,Office Supplies,Fasteners,Staples, $39.31 ,13,20%, $12.78 ,,,,,,
25-Dec-17,4922,CA-2017-114055,29-Dec-17,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper, $96.08 ,2,0%, $46.12 ,,,,,,
25-Dec-17,4923,CA-2017-114055,29-Dec-17,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins, $3.62 ,2,0%, $1.19 ,,,,,,
25-Dec-17,4924,CA-2017-114055,29-Dec-17,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915, $629.10 ,6,0%, $301.97 ,,,,,,
25-Dec-17,4925,CA-2017-114055,29-Dec-17,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone, $90.48 ,2,0%, $23.52 ,,,,,,
25-Dec-17,6075,CA-2017-121398,29-Dec-17,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine, $153.55 ,3,20%, $51.82 ,,,,,,
25-Dec-17,6076,CA-2017-121398,29-Dec-17,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90008,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand", $270.62 ,2,0%, $2.71 ,,,,,,
25-Dec-17,6807,CA-2017-162880,29-Dec-17,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Everett,Washington,98208,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders, $3.86 ,1,20%, $1.40 ,,,,,,
25-Dec-17,7943,CA-2017-134194,01-Jan-18,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders, $39.58 ,9,80%, $(59.37),,,,,,
25-Dec-17,7944,CA-2017-134194,01-Jan-18,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-SU-10000946,Office Supplies,Supplies,Staple remover, $44.69 ,7,20%, $5.03 ,,,,,,
25-Dec-17,7945,CA-2017-134194,01-Jan-18,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34, $31.74 ,2,20%, $2.38 ,,,,,,
25-Dec-17,7946,CA-2017-134194,01-Jan-18,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue", $40.98 ,5,80%, $(65.57),,,,,,
25-Dec-17,7947,CA-2017-134194,01-Jan-18,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders", $3.17 ,3,80%, $(5.07),,,,,,
25-Dec-17,8957,CA-2017-105620,28-Dec-17,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon", $21.00 ,3,20%, $5.78 ,,,,,,
25-Dec-17,8958,CA-2017-105620,28-Dec-17,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Hialeah,Florida,33012,South,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer, $120.00 ,2,50%, $(7.20),,,,,,
25-Dec-17,9377,CA-2017-108756,29-Dec-17,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,East Orange,New Jersey,7017,East,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB, $31.80 ,3,0%, $13.67 ,,,,,,
24-Dec-17,405,CA-2017-117933,29-Dec-17,Standard Class,RF-19840,Roy Französisch,Consumer,United States,New York City,New York,10024,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder, $35.91 ,3,0%, $9.70 ,,,,,,
24-Dec-17,1507,CA-2017-154935,29-Dec-17,Standard Class,AR-10540,Andy Reiter,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""", $17.88 ,3,20%, $5.59 ,,,,,,
24-Dec-17,2482,CA-2017-147956,31-Dec-17,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers," $1,003.62 ",6,0%, $-   ,,,,,,
24-Dec-17,3315,CA-2017-169978,28-Dec-17,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Oceanside,New York,11572,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair, $271.76 ,2,10%, $48.31 ,,,,,,
24-Dec-17,3316,CA-2017-169978,28-Dec-17,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Oceanside,New York,11572,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black", $14.38 ,3,20%, $4.85 ,,,,,,
24-Dec-17,3701,CA-2017-169411,29-Dec-17,Standard Class,AC-10615,Ann Chong,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear", $37.93 ,1,0%, $6.83 ,,,,,,
24-Dec-17,4030,CA-2017-124296,28-Dec-17,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Lafayette,Louisiana,70506,South,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner, $479.97 ,3,0%, $239.99 ,,,,,,
24-Dec-17,4031,CA-2017-124296,28-Dec-17,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h", $232.88 ,4,0%, $60.55 ,,,,,,
24-Dec-17,4620,CA-2017-145219,25-Dec-17,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier," $2,879.95 ",6,20%," $1,007.98 ",,,,,,
24-Dec-17,4621,CA-2017-145219,25-Dec-17,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders, $90.48 ,3,20%, $33.93 ,,,,,,
24-Dec-17,5148,CA-2017-128734,31-Dec-17,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames, $8.54 ,4,20%, $1.92 ,,,,,,
24-Dec-17,5149,CA-2017-128734,31-Dec-17,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair, $842.38 ,3,20%, $105.30 ,,,,,,
24-Dec-17,7608,CA-2017-121195,27-Dec-17,First Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files, $264.32 ,2,20%, $19.82 ,,,,,,
24-Dec-17,8856,CA-2017-163671,30-Dec-17,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Meridian,Idaho,83642,West,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems, $21.31 ,3,20%, $7.99 ,,,,,,
24-Dec-17,8947,CA-2017-148355,28-Dec-17,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,New Bedford,Massachusetts,2740,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214, $19.44 ,3,0%, $9.33 ,,,,,,
24-Dec-17,8948,CA-2017-148355,28-Dec-17,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,New Bedford,Massachusetts,2740,East,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack", $12.30 ,5,0%, $6.15 ,,,,,,
23-Dec-17,883,US-2017-123463,23-Dec-17,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack", $13.48 ,4,0%, $5.93 ,,,,,,
23-Dec-17,2295,CA-2017-127929,27-Dec-17,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""", $181.95 ,3,0%, $38.21 ,,,,,,
23-Dec-17,3545,CA-2017-121216,25-Dec-17,Second Class,MM-17920,Michael Moore,Consumer,United States,College Station,Texas,77840,Central,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams, $28.67 ,8,20%, $10.39 ,,,,,,
23-Dec-17,3546,CA-2017-121216,25-Dec-17,Second Class,MM-17920,Michael Moore,Consumer,United States,College Station,Texas,77840,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor, $29.31 ,8,80%, $(74.75),,,,,,
23-Dec-17,6223,CA-2017-140627,27-Dec-17,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock", $72.70 ,4,20%, $19.08 ,,,,,,
23-Dec-17,6224,CA-2017-140627,27-Dec-17,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener, $12.26 ,7,20%, $1.07 ,,,,,,
23-Dec-17,6225,CA-2017-140627,27-Dec-17,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System, $218.35 ,3,20%, $(54.59),,,,,,
23-Dec-17,6853,US-2017-162670,28-Dec-17,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray", $62.04 ,4,0%, $17.37 ,,,,,,
23-Dec-17,6854,US-2017-162670,28-Dec-17,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver", $494.97 ,3,0%, $148.49 ,,,,,,
23-Dec-17,6855,US-2017-162670,28-Dec-17,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h", $367.96 ,4,0%, $14.72 ,,,,,,
23-Dec-17,6856,US-2017-162670,28-Dec-17,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size", $44.96 ,2,0%, $20.68 ,,,,,,
23-Dec-17,6857,US-2017-162670,28-Dec-17,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box", $182.94 ,3,0%, $85.98 ,,,,,,
23-Dec-17,6997,CA-2017-117443,25-Dec-17,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,61107,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders, $13.84 ,4,80%, $(22.14),,,,,,
23-Dec-17,6998,CA-2017-117443,25-Dec-17,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,61107,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940, $175.87 ,4,20%, $63.75 ,,,,,,
23-Dec-17,8392,CA-2017-110625,30-Dec-17,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Danbury,Connecticut,6810,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame, $27.46 ,2,0%, $9.89 ,,,,,,
